Supplier ID|Item Number|Qty On Hand|Qty Backordered|Qty On Order|Item Next Availability Date|Item Discontinued|Item Description
MLG|705334|225|0|0||0|PHILIPPA Candlestick 5L Gold/Black
MLG|705335|0|0|0||0|LEVELS Candlestick 5L White/Clear
MLG|705336|0|0|0||0|CORNELIA Paperstar 44cm Light Brown W/O Cord
MLG|705337|56|0|0||0|CHOICE Light Chain 200L LED Flashing Multi
MLG|705394|98|0|0||0|KARSTEN Candlestick 7L Bronze
MLG|705402|28|0|0||0|FIBBE Decoration Greenhouse
MLG|705408|230|0|0||0|ELTA Decoration Christmas Trees
MLG|705409|155|0|0||0|GÅRD Decoration Santas Tree Shop 
MLG|705410|255|0|0||0|GÅRDA Decoration Fast Food
MLG|705417|237|0|0||0|TYR Decoration Skating round Xmas Tree
MLG|705418|0|0|0||0|ALTA Decoration City Church
MLG|705456|213|0|0||0|ARVID Decoration Lantern Grey
MLG|705474|0|0|0||0|MÅSESKÄR 7L Black/Black
MLG|705475|596|0|0||0|SOL Paperstar 44cm White W/O Cordset
MLG|705476|1199|0|0||0|SOL Paperstar 60cm White W/O Cordset
MLG|705477|18|0|0||0|CORNELIA Paperstar 60cm White W/O Cord
MLG|705478|114|0|0||0|CORNELIA Paperstar 60cm Light Brown W/O Cord
MLG|705479|0|0|0||0|GENTLE Paperstar Beige
MLG|705480|0|0|0||0|GENTLE Paperstar Black
MLG|705481|0|0|0||0|VELOURS Pendant Star 45cm Red
MLG|705482|13|0|0||0|VELOURS Pendant Star 45cm Blue
MLG|705486|19|0|0||0|VELOURS Pendant Star 75cm Red
MLG|705487|183|0|0||0|VELOURS Pendant Star 75cm Blue
MLG|705491|31|0|0||0|VELOURS Table Star 45cm Red
MLG|705492|0|0|0||0|VELOURS Table Star 45cm Blue
MLG|705496|0|0|0||0|SAFARI Pendant Star 45cm Black/White
MLG|705497|0|0|0||0|SAFARI Pendant Star 60cm Black/White
MLG|705498|0|0|0||0|SAFARI Table Star 45cm Black/White
MLG|705500|0|0|0||0|PANTHERA Pendant Star 60cm Patterned
MLG|705502|0|0|0||0|MARIGOLD Pendant Star 45cm Grey
MLG|705503|13|0|0||0|MARIGOLD Pendant Star 60cm Grey
MLG|705504|0|0|0||0|MARIGOLD Table Star 45cm Grey/Brass
MLG|705505|938|0|0||0|SPAREBULB 34V 3W E10 Capsule 3-P
MLG|705506|805|0|0||0|SPAREBULB 55V 3W E10 Capsule 3-P
MLG|705507|187|0|0||0|SPAREBULB 26V 3W 3-p E10 
MLG|705519|903|0|0||0|SPARE BULB 60V 3W E10
MLG|705535|235|0|0||0|HEDVIG Decoration Tree B/O
MLG|705540|0|0|0||0|LILLY Table Decoration Tree 3L Black/Gold
MLG|705544|0|0|0||0|SATURNUS Table Star Red 35cm
MLG|705545|0|0|0||0|SATURNUS Table Star Gold 35cm
MLG|705688|0|0|0||0|RUNE Santa Inflatable Deco
MLG|705690|1761|0|0||0|CORDSET For Paperstars E14 3,5m White
MLG|705691|888|0|0||0|CORDSET For Paperstars E14 3,5m Black
MLG|705706|63|0|0||0|TOFTA Decoration Village B/O Brown
MLG|705707|5|0|0||0|BOBBY Decoration Dog white B/O
MLG|705708|6|0|0||0|SISSY Decoration Unicorn white B/O
MLG|705709|0|0|0||0|ROBERT Decoration Astronaut Grey/White B/O
MLG|705717|43|0|0||0|CHRISSLINE Expandable 100L Extra Warm 
MLG|705740|365|0|0||0|RUSTIC Table Star Black
MLG|705741|282|0|0||0|RUSTIC Table Star Painted Gold
MLG|705742|0|0|0||0|VIEW Table Decoration Big LED Natural 
MLG|705743|236|0|0||0|VIEW Table Decoration Big LED Natural/Red
MLG|705747|97|0|0||0|DUNGE Table Decoration White
MLG|705748|364|0|0||0|DUNGE Table Decoration Black 
MLG|705749|0|0|0||0|GLEAM Pendant Star Black
MLG|705750|0|0|0||0|GLEAM Pendant Star Silver
MLG|705751|0|0|0|12/18/2021|0|GLEAM Pendant Star Gold
MLG|705753|570|0|0||0|SERVE Light Chain Decoration 20L Silver
MLG|705754|626|0|0||0|SERVE Light Chain Decoration 20L Gold
MLG|705757|376|0|0||0|DOUBLE Pendant 300L Black
MLG|705758|0|0|0||0|BROSA XL Candlestick 7L Black/Brass
MLG|705763|0|0|0||0|DUVA Pendant Star 150cm White
MLG|705768|189|0|0||0|CHOICE Tree Light Chain 160L Black
MLG|705773|311|0|0||0|DAZZLING Pendant Star Painted Silver
MLG|705775|429|0|0||0|DAZZLING Pendant Circle Painted Silver
MLG|705776|357|0|0||0|TANGLE Pendant Star 45cm Silver
MLG|705777|402|0|0||0|TANGLE Pendant Star 60cm Silver
MLG|705779|37|0|0||0|KOMET 3-Set Black IP44
MLG|705780|0|0|0||0|METEOR Hanging Decoration Black IP44
MLG|705785|460|0|0||0|LUCIA Candlestick Chrome/Clear
MLG|705788|1340|0|0||0|GLITTER Pendant Star 75cm Silver
MLG|705789|1876|0|0||0|GLITTER Pendant Star 45cm Silver
MLG|705790|1770|0|0||0|GLITTER Pendant Star 75cm Gold
MLG|705791|1787|0|0||0|GLITTER Pendant Star 45cm Gold
MLG|705792|608|0|0||0|GLITTER Pendant Star 75cm Bronze
MLG|705793|751|0|0||0|GLITTER Pendant 45cm Bronze
MLG|705794|113|0|0||0|GLITTER Table Star 45cm Black/Silver
MLG|705795|0|0|0||0|GLITTER Table Star 45cm Black/Gold
MLG|705796|650|0|0||0|GLITTER Table Star 45cm Black/Bronze
MLG|705800|0|0|0||0|ANGEL Table  Decoration 40cm White
MLG|705801|339|0|0||0|ANGEL Table Decoration 30cm White
MLG|705804|391|0|0||0|ADMIRA Pendant Star 60cm White
MLG|705805|47|0|0||0|ADMIRA Pendant Star 45cm White
MLG|705806|276|0|0||0|ADMIRA Table Star 45cm Steel/White
MLG|705807|396|0|0||0|EMBLA Pendant Velvet Star 45cm Brown
MLG|705808|203|0|0||0|EMBLA Pendant Velvet Star 75cm Brown
MLG|705809|1|0|0||0|EMBLA Table Velvet Star 45cm Black/Brown
MLG|705810|0|0|0||0|ATLE Wooden Candlestick 7L Grey
MLG|705811|0|0|0||0|ATLE Wooden Candlestick 9L Grey
MLG|705812|243|0|0||0|PHILIPPA Candlestick 5L Black/White
MLG|705813|0|0|0||0|SVANEHOLM Candlestick 7L Grey
MLG|705814|336|0|0||0|TUBBY Decoration Ring 20L White
MLG|705815|448|0|0||0|TUBBY Decoration Ring 20L White/Green/Red
MLG|705816|182|0|0||0|BAMBOO Table Star 1L Black
MLG|705820|235|0|0||0|CHAPELLE Table Decoration White
MLG|705822|459|0|0||0|ALPHA Table Cirle Black
MLG|705823|0|0|0||0|ALPHA Table Star Black
MLG|705825|527|0|0||0|ALPHA Pendant Circle 45cm Black 
MLG|705826|0|0|0||0|ALPHA Pendant Star 45cm Black 
MLG|705828|466|0|0||0|ALPHA Pendant Circle 30cm Black
MLG|705829|0|0|0||0|ALPHA Pendant Star 30cm Black
MLG|705830|0|0|0||0|MELISSA Candlestick 5L White/Steel
MLG|705831|0|0|0||0|MELISSA Candlestick 5L Grey/Antique
MLG|705832|202|0|0||0|BRIDGE Candlestick 5L White/Steel
MLG|705833|728|0|0||0|BRIDGE Candlestick 5L Red/Antique
MLG|705834|31|0|0||0|NEELA Pendant Star 60cm White
MLG|705835|90|0|0||0|NEELA Pendant Star 60cm Grey
MLG|705836|0|0|0||0|NEELA Pendant Star 45cm White
MLG|705837|83|0|0||0|NEELA Pendant Star 45cm Grey
MLG|705838|213|0|0||0|NEELA Table Star 45cm White/Black
MLG|705839|179|0|0||0|NEELA Table Star 45cm Grey/Black
MLG|705840|719|0|0||0|SOLINA Pendant Star 60cm White
MLG|705841|465|0|0||0|SOLINA Pendant Star 60cm Grey
MLG|705842|489|0|0||0|SOLINA Pendant Star 45cm White
MLG|705843|255|0|0||0|SOLINA Pendant Star 45cm Grey
MLG|705844|58|0|0||0|SOLINA Table Star 35cm White/Steel 
MLG|705845|649|0|0||0|SOLINA Table Star 35cm Grey/Steel
MLG|705852|222|0|0||0|ORGANO Candlestick 5L Black
MLG|705853|207|0|0||0|ORGANO Candlestick 5L Antique Brass
MLG|705854|76|0|0||0|SWEETIE Decoration Star 15L Black/Clear
MLG|705855|322|0|0||0|SWEETIE Decoration Heart 15L Black/Clear
MLG|705856|315|0|0||0|CASSIOPEIA Candlestick 5L White
MLG|705857|426|0|0||0|CASSIOPEIA Candlestick 5L Grey
MLG|705898|166|0|0||0|MÄSTER Candlestick 5L Chrome/Smoke
MLG|705899|594|0|0||0|VEMDALEN Decoration
MLG|705900|587|0|0||0|FURUBY Decoration
MLG|705901|591|0|0||0|KATTHULT Decoration
MLG|705915|0|0|0||0|SOLINA Pendant Star 45 Amber
MLG|705916|0|0|0||0|SOLINA Pendant Star 60 Amber
MLG|705917|0|0|0||0|SOLINA Table Star 35 Amber/Steel
MLG|705918|0|0|0||0|SOLINA Table Star 45 Amber/Steel
MLG|705919|0|0|0||0|SOLINA Table Star 60 Amber/Steel
MLG|705920|0|0|0||0|SOLINA Table Star 45 White/Steel
MLG|705921|0|0|0||0|SOLINA Table Star 45 Grey/Steel 
MLG|705922|0|0|0||0|SOLINA Table Star 60 White/Steel
MLG|705923|0|0|0||0|SOLINA Table Star 60 Grey/Steel
MLG|705924|0|0|0||0|SOLINA Pendant Star 75 White
MLG|705925|0|0|0||0|NEELA Pendant Star 75 White
MLG|705926|0|0|0||0|LIVELY Pendant Star 45 White
MLG|705927|0|0|0||0|LIVELY Pendant Star 60 White
MLG|705928|0|0|0||0|LIVELY Table Star 45 White/Black
MLG|705929|0|0|0||0|LIVELY Pendant Star 45 Grey
MLG|705930|0|0|0||0|LIVELY Pendant Star 60 Grey
MLG|705931|0|0|0||0|LIVELY Table Star 45 Grey/Black
MLG|705932|0|0|0||0|LIVELY Pendant Star 45 Gold
MLG|705933|0|0|0||0|LIVELY Pendant Star 60 Gold
MLG|705934|0|0|0||0|LIVELY Table Star 45 Gold/Black
MLG|705935|0|0|0||0|SALEBY Candlestick 7L White Rechargeable USB
MLG|705936|0|0|0||0|SALEBY Candlestick 7L Green Rechargeable USB
MLG|705937|0|0|0||0|SALEBY candlestick 7L Black Rechargeable USB
MLG|705938|0|0|0||0|MELISSA Candlestick 5L Black/Antique Brass
MLG|705939|0|0|0||0|SOMBRA Pendant Star 70 White
MLG|705940|0|0|0||0|SOMBRA Table Star 70 White/Black
MLG|705943|0|0|0||0|WINTER Pendant Star 58 Chrome
MLG|705944|0|0|0||0|MARAVILLA Pendant Star 45 White
MLG|705945|0|0|0||0|MARAVILLA Pendant Star 60 White
MLG|705946|0|0|0||0|MARAVILLA Table Star 45 White/Black
MLG|705947|0|0|0||0|MARAVILLA Floor Star 60 Black/White
MLG|705948|0|0|0||0|MARAVILLA Pendant Star 45 Gold
MLG|705949|0|0|0||0|MARAVILLA Pendant Star 60 Gold
MLG|705950|0|0|0||0|MARAVILLA Table Star 45 Gold/Black
MLG|705951|0|0|0||0|MARAVILLA Floor Star 60 Gold/Black
MLG|705952|0|0|0||0|AVENTO Candlestick 5L White
MLG|705953|0|0|0||0|AVENTO Candlestick 7L White
MLG|705954|0|0|0||0|AVENTO Candlestick 9L White
MLG|705955|0|0|0||0|AVENTO Candlestick 5L Black
MLG|705956|0|0|0||0|AVENTO Candlestick 7L Black
MLG|705957|0|0|0||0|AVENTO Candlestick 9L Black
MLG|705958|0|0|0||0|FLOW Candlestick 5L White
MLG|705959|0|0|0||0|FLOW Candlestick 7L White
MLG|705960|0|0|0||0|FLOW Candlestick 5L Grey
MLG|705961|0|0|0||0|FLOW Candlestick 7L Grey
MLG|705962|0|0|0||0|HOVER Candlestick 5L Black/Grey
MLG|705963|0|0|0||0|HOVER Candlestick 5L White/Satin Nickel
MLG|705964|0|0|0||0|HOVER Candlestick 5L Antique Brass/Black
MLG|705965|0|0|0||0|NIGHTFALL Candlestick 7L White/Satin Nickel
MLG|705966|0|0|0||0|NIGHTFALL Candlestick 7L Black/Antique 
MLG|705967|0|0|0||0|COEGI Candlestick 7L White
MLG|705968|0|0|0||0|COEGI Candlestick 7L Grey
MLG|705969|0|0|0||0|DIAMONDS Curtain Decoration Indoor
MLG|705970|0|0|0||0|SOLINA Pendant Star 45cm Pink
MLG|705971|0|0|0||0|VENTANA Candlestick 7L Black
MLG|705972|0|0|0||0|SOLINA Pendant Star 60cm Pink
MLG|705973|0|0|0||0|SPARTITO Candlestick 5L Black
MLG|705974|0|0|0||0|SPARTITO Candlestick 5L Black/Antique
MLG|705976|0|0|0||0|LEGGERO Candlestick 4L Walnut/Black
MLG|705977|0|0|0||0|LEGGERO Candlestick 4L Grey/Black
MLG|705978|0|0|0||0|ADELE Decoration LED 30cm Wreath 45L Silver
MLG|705981|0|0|0||0|ADELE Decoration Table 30cm Wreath 45L Silver
MLG|705984|0|0|0||0|FONTANA 1-Ball 3set 20cm Black
MLG|705986|0|0|0||0|FONTANA 3-Ball With Spike 
MLG|705988|0|0|0||0|ELDOR Metal Candlestick 7L Black
MLG|705989|0|0|0||0|CHRISSLINE Curtain 1x1,5m 100L LED Extra Warm
MLG|705990|0|0|0||0|CHRISSLINE Curtain 1x1,5m 100L LED Extra Original
MLG|705991|0|0|0||0|CHRISSLINE Crab 100L LED Warm White Extra
MLG|705992|0|0|0||0|CHRISSLINE Original Crab 100L LED Extra
MLG|705993|0|0|0||0|CHRISSLINE Light Chain 50L LED Cold Extra
MLG|705994|0|0|0||0|CHRISSLINE Icicle 100L Cold Extra
MLG|705995|0|0|0||0|CHRISSLINE Net 1,7x2m 100L Multi Extra
MLG|705996|0|0|0||0|CHRISSLINE Net 1,7x2m Cold Extra
MLG|705997|0|0|0||0|SANTA  Inflatable Decoration 8Ft IP44 
MLG|705998|0|0|0||0|SANTA TREE Inflatable Decoration IP44
MLG|705999|0|0|0||0|SNOWMAN Inflatable Decoration IP44 8Ft
MLG|7844,400|0|0|0||0|KIRJA Light chain 20L White
MLG|8002,400|0|0|0||0|TORPA Candle light 7L White
MLG|8004,110|0|0|0||0|SVANEHOLM Candle light 7L Red/Decoration
MLG|8004,410|0|0|0||0|SVANEHOLM Candle light 7L White/decoration
MLG|8011,100|0|0|0||0|RYDBOHOLM Candle light 5L Red
MLG|8011,410|106|0|0||0|RYDBOHOLM Candle light 5L White/decoration
MLG|8030,120|11|0|0||0|OLA Candle light 7L Red
MLG|8030,300|0|0|0||0|OLA Candlestick 7 Natur
MLG|8030,400|0|0|0||0|OLA Candle light 7L White
MLG|8056,100|0|0|0||0|HANNA Candle light 20cm 5L Red
MLG|8056,910|0|0|0||0|HANNA Candle light 20cm 5L Gold
MLG|8101,130|2|0|0||0|Saturnus Star 75cm Red
MLG|8101,400|0|0|0||0|SATURNUS Star Pendant 75cm White
MLG|8102,130|100|0|0||0|Saturnus Star 45cm Red
MLG|8102,400|46|0|0||0|SATURNUS Star 45cm White Paper
MLG|8115,000|0|0|0||0|JULGRANSBELYSNING Inne 16L
MLG|8131,000|0|0|0||0|JULGRANSBELYSNING Dubbelledad Ute 16L
MLG|8201,440|191|0|0||0|PISELLO 2V 0,14W Frosted 5-p
MLG|8204,440|414|0|0||0|PISELLO 4,5V 0,8W Frosted 5-p
MLG|8205,910|7521|0|0||0|SPAREBULB 13,5V 1,05W 5-p Gold
MLG|8205,980|937|0|0||0|SPAREBULB 13,5V 1,05W 5-p Silver
MLG|8206,910|0|0|0||0|SPAREBULB 15V 1,17W 5-p Gold
MLG|8210,400|2016|0|0||0|SPAREBULB  2,4V 0,18W 5-p
MLG|8236,400|517|0|0||0|SPAREBULB 3V 0,42W 5-p
MLG|8241,000|2271|0|0||0|SPAREBULB 12V 1W 3-P E5 Frosted
MLG|8255,000|1101|0|0||0|SPAREBULB 10V 2W 3-p E10
MLG|8255,000DK|1052|0|0||0|SPAREBULB 10V 2W 3-p E10
MLG|8256,000|4342|0|0||0|SPAREBULB 12V 0,4W 5-p E5
MLG|8259,000|594|0|0||0|SPAREBULB 3V 0,21W E10 3-p
MLG|8260,000|1763|0|0||0|SPAREBULB 1,4V 0,1W 3-p E10
MLG|8261,000|2166|0|0||0|SPAREBULB 14V 3W 3-p E10
MLG|8261,000DK|7285|0|0||0|SPAREBULB 14V 3W 3-p E10
MLG|8263,000|3977|0|0||0|SPAREBULB 34V 3W 3-p E10
MLG|8264,000|4854|0|0||0|SPAREBULB 55V 3W 3-p E10
MLG|8265,000|2905|0|0||0|SPAREBULB Frosted 14V 3W 3-p E10
MLG|8267,000|1856|0|0||0|SPAREBULB Frosted 34V 3W 3-p E10
MLG|8268,000|1838|0|0||0|SPAREBULB Frosted 55V 3-p E10
MLG|8279,000|0|0|0||0|BULB 14V 4W E14
MLG|8282,010|0|0|0||0|PISELLO 24V 1,2W Red 5-p
MLG|8282,980|2447|0|0||0|PISELLO 24V 1,2W 5-p Silver
MLG|8285,000|0|0|0||0|Sparebulb
MLG|8289,000|5483|0|0||0|PISELLO 3V 0,17W 5-p
MLG|8293,980|544|0|0||0|PISELLO 2,5V 0,33W Silver
MLG|8297,000|1876|0|0||0|PISELLO 7V 0,98W 5-p
MLG|8298,400|397|0|0||0|SPAREBULB 5V 0,7W 5-p
MLG|8308,120|281|0|0||0|HOL Candle light 7L Red
MLG|8308,910|0|0|0||0|HOL Candle light 7L Gold
MLG|8314,120|0|0|0||0|TOMAS Candle light 7L Red
MLG|8314,300|83|0|0||0|TOMAS Candle light 7L Nature
MLG|8314,400|14|0|0||0|TOMAS Candle light 7L White
MLG|8338,940|0|0|0||0|KVIBILLE Candle Light 5L Steel
MLG|8350,940|0|0|0||0|GETINGE Candle light Floor 2L Steel
MLG|8374,100|0|0|0||0|TRANTORP Tablestar 66cm Red
MLG|8394,440|105|0|0||0|PISELLO 7V 0,46W
MLG|8399,100|1410|0|0||0|PISELLO 24V 1,03W
MLG|8399,440|121|0|0||0|PISELLO 24V 1,03W
MLG|8399,600|2478|0|0||0|PISELLO 2,4V 0,1632W 5-p
MLG|8460,400|503|0|0||0|COVER For Lamp
MLG|8493,500|0|0|0||0|KUNGSGRAN Christmas tree stand 40cm Grey Metal
MLG|8520,400|770|0|0||0|SATURNUS Table star White 35cm
MLG|8537,440|0|0|0||0|CISSI Curtain 105L
MLG|8618,000|0|0|0||0|CHRISSLINE Microlight Icicle 2x0,6m 100L Extra
MLG|8619,000|0|0|0||0|CHRISSLINE Microlight Draperi 150L 2x1,5m Extra
MLG|8655,000|0|0|0||0|CHRISSLINE Microlight Curtain 2x1,5m 150L Start
MLG|8658,000|0|0|0||0|CHRISSLINE Microlight  Icicle 2x0,6m 100L Start
MLG|8681,000|238|0|0||0|CHRISSLINE Microlight Light chain 50L Start
MLG|8682,000|0|0|0||0|CHRISSLINE Microlight Light chain 100L Start
MLG|8683,000|565|0|0||0|CHRISSLINE Microlight  Light chain 50L Extra
MLG|8684,000|0|0|0||0|CHRISSLINE Microlight  Light chain 100L Extra
MLG|8687,000|709|0|0||0|CHRISSLINE T-connection
MLG|8688,000|0|0|0||0|CHRISSLINE Extension cord 5m
MLG|8689,000|1431|0|0||0|CHRISSLINE Divider Curtain 5 Output
MLG|8690,000|1697|0|0||0|CHRISSLINE Start cable 1,5m
MLG|8693,000|0|0|0||0|CHRISSLINE Microlight Light chain 25L Extra
MLG|8695,000|0|0|0||0|CHRISSLINE Microlight Net 2x1,7m 100L Start
MLG|8697,000|0|0|0||0|CHRISSLINE Extension Cord 10m
MLG|8698,000|0|0|0||0|CHRISSLINE Microlight Net 1x1m 50L Start
MLG|8703,090|516|0|0||0|PISELLO 2V 0,148W Multicolor 5-p
MLG|8710,440|0|0|0||0|SPAREBULB 24V 0,6W White
MLG|8713,000|2472|0|0||0|SPAREBULB Frosted 12V 0,4W 5-p E5
MLG|8714,400|709|0|0||0|SPAREBULB 7V 0,98W 5-Pack
MLG|8715,000|279|0|0||0|PISELLO 24V 0,72W 5-p
MLG|8721,000|174|0|0||0|SPAREBULB 12V 1,1W 2-P
MLG|8722,000|762|0|0||0|SPAREBULB Frosted 12V 1W 3-p E5
MLG|8724,000|6477|0|0||0|SPAREBULB 12V 0,8W 5-p E5
MLG|8727,000|870|0|0||0|SPAREBULB 12V 1,1W 5-p E5
MLG|8730,910|237|0|0||0|SPAREBULB 7V 0,6W Gold 5-p
MLG|8732,440|0|0|0||0|SPAREBULB 24V 0,9W 5-p White
MLG|8735,000|947|0|0||0|SPAREBULB 34V 3W 7-p E10
MLG|8736,000|151|0|0||0|SPAREBULB 55V 3W 5-p E10
MLG|8737,000|0|0|0||0|SPAREBULB Frosted 34V 3W 7-p E10
MLG|8738,000|0|0|0||0|SPAREBULB Frosted 55V 3W 5-p E10
MLG|8813,130|104|0|0||0|SATURNUS Tablestar 45cm wine-coloured
MLG|8813,400|0|0|0||0|SATURNUS Tablestar 67cm White
MLG|8831,910|82|0|0||0|TOSTARED Star 45cm Gold Paper
MLG|8831,980|59|0|0||0|TOSTARED Star 45cm Silver Paper
MLG|8832,910|97|0|0||0|TOSTARED Star 75cm Gold Paper
MLG|8832,980|0|0|0||0|TOSTARED Star 75cm Silver Paper
MLG|8842,550|0|0|0||0|LISTRA Ring 
MLG|8843,400|0|0|0||0|SATURNUS Star 100cm White Paper
MLG|8845,340|0|0|0||0|LOTORP Star 45cm Champagne Paper
MLG|8846,340|0|0|0||0|LOTORP Star 75cm Champagne
MLG|8883,340|0|0|0||0|LEKVAD Star 106cm Champagne/Oak
MLG|8950,050|0|0|0||0|TAGE Dekoration 45cm LED Akryl
MLG|8990,000|0|0|0||0|JUSSI Decoration 82cm Fibre optic Green
MLG|906612|0|0|0||0|BOTANICA NEODYM NORMAL 60W E27 BLISTER
MLG|911621|209|0|0||0|BOHEMIA Kron 40W E14 Clear
MLG|913621,2|0|0|0||0|PÄRONLAMPA E14 25W 240V KLAR 1000h 2xBLISTER
MLG|929027|630|0|0||0|LOWENERGY PAR16 GU10 7W 240V 2800K 1xBox
MLG|930012|241|0|0||0|DIODLAMPA 18xLED GU10 1W 240V 20000h 1xBOX
MLG|930021|455|0|0||0|GU10Mini 35MM LED 3000K
MLG|931012|0|0|0||0|DIODLAMPA P-LED GU10 3x1W 230V 3000k W.white 1xbox
MLG|951021|606|0|0||0|HALOGENRÖR J118 230W LÅGENERGIRÖR
MLG|953621,2|0|0|0||0|HALOGEN GU10 35W 240V 30g 2000h clear/Alu 2xBli
MLG|954221,2|0|0|0||0|HALOGEN GU10 20W 240V 30g 2000h Clear/Alu 2xBli
MLG|956321|58|0|0||0|METAL HALOGEN G12 35W
MLG|961701|1|0|0||0|CIRCLE TUBE T5 22W 2700k
MLG|969127|0|0|0||0|LOWENERGY Spiral E27 13W 240V 10000h 2700k 1xBli
MLG|980388|973|0|0||0|JUNIOR/MÄSTER XL Transformer
MLG|980389|667|0|0||0|MÄSTER Spare Glass Smoked
MLG|980390|532|0|0||0|JUNIOR Spare Glass Clear
MLG|980391|54|0|0||0|IMPERO, PURO, Bau Bronx Medium Spare Glass
MLG|980392|0|0|0|01/05/2022|0|HEAVEN, CINCO,MERLOT, UNO, QUATTRO  XL Spare Glass
MLG|980393|66|0|0||0|QUATTRO, BUDDY, ZENIT, NORRSK. BESIDE Spare Glass
MLG|980470|0|0|0|01/13/2022|0|CROWN Spare Glass Smoke Floor
MLG|980471|0|0|0|01/13/2022|0|CROWN Spare Glass Big Clear Pendant
MLG|980476|99|0|0||0|SPAREPART TRAFO JT-DC3V1.5W-E3
MLG|980477|49|0|0||0|SPAREPART TRAFO JT-DC4.5V2.7W-E3
MLG|980478|46|0|0||0|SPAREPART TRAFO JT-DC31V3.6W-E3
MLG|980479|50|0|0||0|SPAREPART TRAFO JT-DC24V24W-M1-IP44
MLG|980480|30|0|0||0|SPAREPART TRAFO JY18-240-050
MLG|980481|27|0|0||0|SPAREPART TRAFO JT-DC6V3.6W -E3-IP44
MLG|980482|28|0|0||0|SPAREPART TRAFO JT-DC4.5V6W-E3-IP44 
MLG|980483|26|0|0||0|SPAREPART TRAFO GP-SW120DC0500(EU)
MLG|980484|30|0|0||0|SPAREPART TRAFO TJ-GS12V30W-2500
MLG|980485|893|0|0||0|INCANDESCENT Globe G80 E27 5W
MLG|980486|929|0|0||0|INCANDESCENT Bulb A60 E27 5W
MLG|980498|59|0|0||0|CIRCLE, CALLISTO Spare Glass Smoke
MLG|980500|246|0|0||0|SPARE S
MLG|980501|80|0|0||0|MINI Wall Spareglass
MLG|980507|9|0|0||0|CROWN Spare Glass Small Clear Floor
MLG|980510|86|0|0||0|VERO Spare Glass Opal
MLG|980518|20|0|0||0|PURO Small Spare Glass
MLG|980525|196|0|0||0|DOWNTOWN Spare Candle White
MLG|980526|41|0|0||0|STEP Spare Glass
MLG|980536|35|0|0||0|SOBER Spare Glass Small Table/Pendant
MLG|980554|30|0|0||0|SPAREPART TRAFO LRLS-IP-24009
MLG|980555|40|0|0||0|SPAREPART TRAFO JT-DC3V3W-H4-IP44
MLG|980556|100|0|0||0|SPAREPART TRAFO JT-DC4.5V2.7W-H4-IP44
MLG|980557|16|0|0||0|UNIVERSE, TRINITY Spare Glass Smoke (Small Hole)
MLG|980558|22|0|0||0|KLINT Spare Part Shade Black 
MLG|980559|26|0|0||0|KLINT Spare Part Shade White
MLG|980560|28|0|0||0|PROUD, ICHI Spare Part Shade Black
MLG|980561|18|0|0||0|PROUD Spare Part Shade White
MLG|980564|50|0|0||0|KURT Acrylic Shade Tube 
MLG|980565|21|0|0||0|SOBER Spare Glass Big Floor, Table, Pendant White
MLG|980566|31|0|0||0|SOBER Spare Glass Big Table, Pendant Smoke
MLG|980567|3|0|0||0|SWAN Spare Part Trafo With Cable Black 
MLG|980568|20|0|0||0|FAMILY Spare Part Shade White
MLG|980569|0|0|0|12/28/2021|0|CAVA Spare Glass White 
MLG|980570|0|0|0|01/13/2022|0|DIONE Spare Glass Big White (Without Metalpart)
MLG|980571|0|0|0|01/13/2022|0|DIONE Spare Glass Big Smoke (without metalpart)
MLG|980572|0|0|0|01/13/2022|0|DIONE Spare Glass Small White (Without metalpart)
MLG|980573|0|0|0|01/13/2022|0|DIONE Spare Glass Small Smoke (Without metalpart)
MLG|980574|0|0|0|01/13/2022|0|RISE Spare Glass White
MLG|980576|0|0|0|01/29/2022|0|BROOKLYN Spare Glass Brown
MLG|980577|0|0|0||0|BROOKLYN Spare Glass Smoke
MLG|980578|0|0|0|12/28/2021|0|PURO Spare Glass 9,5cm White
MLG|980579|0|0|0|12/28/2021|0|PURO Spare Glass 11cm White
MLG|980580|0|0|0|12/28/2021|0|PURO Spare Glass 13,5cm White
MLG|980581|10|0|0||0|GARDEN 24  Spare Part Replaceable LED To 108175
MLG|980582|10|0|0||0|GARDEN 24  Spare Part Replaceable LED To 108174
MLG|980583|19|0|0||0|GARDEN 24 Spare Part Replaceable LED To 108171
MLG|980586|0|0|0||0|AMFI, ROOTS Spare Glass Opal
MLG|980587|0|0|0||0|AMFI Base Spare Part Dark Grey
MLG|980588|0|0|0||0|ROOTS Base Spare Part Oak
MLG|980589|0|0|0||0|AMFI, ROOTS Spare Part Cordset Multi
MLG|980600|298|0|0||0|SPARE L
MLG|980700|246|0|0||0|SPARE PART Mini
MLG|990571|11|0|0||0|SPAREGLASS G9 COVER CLEAR
MLG|990572|27|0|0||0|UPPER LENGHT TO GRÄNSÖ 105317 
MLG|990573|11|0|0||0|LOWER LENGHT TO GRÄNSÖ 105317
MLG|990574|0|0|0||0|MÄSTER TRAFO BLACK
MLG|990576|79|0|0||0|END KNOB TO BARCELONA
MLG|990577|0|0|0||0|SALUT Single Spare Glass and Cable
MLG|991001|25|0|0||0|RYFORS Prism
MLG|991002|50|0|0||0|HAGA Prism Whole Length
MLG|991004|1885|0|0||0|MÄSTER TRAFO WHITE
